Unique_Investment_Identifier,Business_Case ID,Agency_Code,Agency_Name,Investment_Title,Project_ID,Agency_Project_ID,Project_Name,Duration_Year,Project_Status,Start_Date,Completion_Date,Planned_Project_Completion_Date,Projected_Actual_Project_Completion_Date,Schedule_Variance,Schedule_Variance,Lifecycle_Cost,Planned_Cost,Projected_Actual_Cost,Cost_Variance,Cost_Variance,Updated_Date,Updated_Time,Unique_Project_ID
007-000002213,54,7,Department of Defense,"MANEUVER CONTROL SYSTEM, V6.4",2673,P2213-102,Joint Convergence Development,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,3.899,3.899,3.899,0,0,2012-04-01T00:00:00Z,13:31:41,P2213-102
007-000002213,54,7,Department of Defense,"MANEUVER CONTROL SYSTEM, V6.4",2674,P2213-103,BCCS Software Development and Technical Support,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,5.394,5.394,5.394,0,0,2012-04-01T00:00:00Z,13:31:41,P2213-103
007-000002213,54,7,Department of Defense,"MANEUVER CONTROL SYSTEM, V6.4",2675,P2213-104,CPOF Development,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,16.571,16.571,16.571,0,0,2012-04-01T00:00:00Z,13:31:42,P2213-104
007-000002213,54,7,Department of Defense,"MANEUVER CONTROL SYSTEM, V6.4",2676,P2213-105,Test and Evaluation,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,0.36,0.36,0.36,0,0,2012-04-01T00:00:00Z,13:31:42,P2213-105
007-000002213,54,7,Department of Defense,"MANEUVER CONTROL SYSTEM, V6.4",2677,P2213-106,Program Management Support,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,3.212,3.212,3.212,0,0,2012-04-01T00:00:00Z,13:31:42,P2213-106
007-000002213,54,7,Department of Defense,"MANEUVER CONTROL SYSTEM, V6.4",2678,P2213-107,Hardware Procurement,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,18.032,18.032,18.032,0,0,2012-04-01T00:00:00Z,13:31:42,P2213-107
007-000002213,54,7,Department of Defense,"MANEUVER CONTROL SYSTEM, V6.4",2679,P2213-108,Software Licenses and Support,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,24.563,24.563,24.563,0,0,2012-04-01T00:00:00Z,13:31:42,P2213-108
007-000002213,54,7,Department of Defense,"MANEUVER CONTROL SYSTEM, V6.4",2680,P2213-109,Field Support,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,28.34,28.34,28.35,-0.01,-0.04,2012-04-01T00:00:00Z,13:31:42,P2213-109
007-000002213,54,7,Department of Defense,"MANEUVER CONTROL SYSTEM, V6.4",2681,P2213-110,Program Management Support,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,7.086,7.086,7.086,0,0,2012-04-01T00:00:00Z,13:31:42,P2213-110
007-000003146,56,7,Department of Defense,Consolidated Afloat Networks Enterprise Service,2682,P3146-101,Engineering and Manufacturing Development,2,delay,2010-04-03T00:00:00Z,2012-06-29T00:00:00Z,2012-06-29T00:00:00Z,2012-06-29T00:00:00Z,-63,-7.43,161.841,117.691,112.976,4.715,4.01,2012-03-13T00:00:00Z,12:32:16,P3146-101
007-000003146,56,7,Department of Defense,Consolidated Afloat Networks Enterprise Service,2683,P3146-102,Limited Deployment,1,onTime,2012-01-31T00:00:00Z,2013-12-31T00:00:00Z,2013-12-31T00:00:00Z,2013-12-31T00:00:00Z,0,0,569.976,196.602,196.602,0,0,2012-02-29T00:00:00Z,11:51:51,P3146-102
007-000003538,57,7,Department of Defense,Next Generation Enterprise Network,2684,P3538-101,Next Generation Enterprise Network (NGEN) - Transition from NMCI to NGEN,4,delay,2009-10-08T00:00:00Z,2014-04-30T00:00:00Z,2012-02-22T00:00:00Z,2012-12-11T00:00:00Z,-264,-42.04,1252.364,7.8,0,7.8,100,2012-11-05T00:00:00Z,07:17:09,P3538-101
007-000003855,61,7,Department of Defense,Virtual Interactive Processing System,2685,P3855-101,Virtual Interactive Processing System (VIPS),21,delay,2004-09-30T00:00:00Z,2025-09-30T00:00:00Z,,,-184,-18.33,554.696,65.87,43.085,22.785,34.59,2012-02-23T00:00:00Z,10:30:18,P3855-101
007-000003947,915,7,Department of Defense,Air Force-Integrated Personnel and Pay System (AF-IPPS),2686,P3947-101,Increment 1,8,onTime,2010-01-02T00:00:00Z,2018-06-30T00:00:00Z,,,0,0,914.373,698.043,698.043,0,0,2012-07-26T00:00:00Z,11:53:33,P3947-101
007-000004035,58,7,Department of Defense,"DEFENSE ENROLLMENT ELIGIBILITY REPORTING SYSTEM, REAL-TIME AUTOMATED PERSONNEL IDENTIFICATION SYSTEM, AND COMMON ACCESS CARD",2687,P4035-101,"Cyber Identity, Monitoring, & Enforcement",3,onTime,2011-09-16T00:00:00Z,2014-09-30T00:00:00Z,,,0,0,1.85,0.916,0.916,0,0,2012-02-04T00:00:00Z,09:35:52,P4035-101
007-000004035,58,7,Department of Defense,"DEFENSE ENROLLMENT ELIGIBILITY REPORTING SYSTEM, REAL-TIME AUTOMATED PERSONNEL IDENTIFICATION SYSTEM, AND COMMON ACCESS CARD",2688,P4035-102,T3 Transition Requirements,1,onTime,2011-06-16T00:00:00Z,2013-04-30T00:00:00Z,,,0,0,15.56,15.56,15.56,0,0,2012-07-03T00:00:00Z,07:25:01,P4035-102
007-000004122,924,7,Department of Defense,Electronic Health Record Way Ahead,2689,P4122-101,Electronic Health Record (EHR) Way Ahead is a proposed Major Automated Information System program. Joint DoD/VA project. AoA decision pending. This project is for Initial Planning activities.,1,onTime,2010-05-24T00:00:00Z,2012-04-17T00:00:00Z,2012-04-17T00:00:00Z,2012-04-17T00:00:00Z,0,0,21.932,21.932,21.932,0,0,2012-05-22T00:00:00Z,12:30:35,P4122-101
007-000004122,924,7,Department of Defense,Electronic Health Record Way Ahead,2690,P4122-102,Infrastructure for EHRWA (Initial Support),0,onTime,2011-01-26T00:00:00Z,2012-01-25T00:00:00Z,2012-01-25T00:00:00Z,2012-01-25T00:00:00Z,0,0,12.645,12.645,12.645,0,0,2012-03-14T00:00:00Z,10:55:42,P4122-102
007-000004122,924,7,Department of Defense,Electronic Health Record Way Ahead,2691,P4122-103,Infrastructure for EHRWA (Follow on Support),0,onTime,2012-01-26T00:00:00Z,2012-04-17T00:00:00Z,2012-04-17T00:00:00Z,2012-04-17T00:00:00Z,0,0,2.945,2.945,2.945,0,0,2012-05-22T00:00:00Z,12:30:35,P4122-103
007-000005070,59,7,Department of Defense,GLOBAL COMBAT SUPPORT SYSTEM - ARMY,2692,P5070-101,Global Combat Support System- Army,26,onTime,2000-12-10T00:00:00Z,2027-09-30T00:00:00Z,,,0,0,4153.75,257.98,254.922,3.058,1.19,2012-03-15T00:00:00Z,12:32:00,P5070-101
007-000005090,1118,7,Department of Defense,DLA Enterprise Business System,2693,P5090-101,DLA Enterprise Business System,16,onTime,2000-09-30T00:00:00Z,2017-07-07T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,1785.543,11.541,11.541,0,0,2012-01-30T00:00:00Z,13:41:19,P5090-101
007-000006040,1119,7,Department of Defense,ARMY ACCESSIONS - INTEGRATED AUTOMATION ARCHITECTURE,2694,P6040-101,FY 12 tech refresh,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,7.641,7.641,7.641,0,0,2012-01-30T00:00:00Z,13:41:19,P6040-101
007-000006046,60,7,Department of Defense,GLOBAL COMMAND AND CONTROL SYSTEM - MARITIME (GCCS-M),2695,P6046-101,Global Command and Control System - Maritime (GCCS-M) Procurement and Fielding,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,5.938,5.937,5.937,0,0,2012-03-01T00:00:00Z,11:07:26,P6046-101
007-000006046,60,7,Department of Defense,GLOBAL COMMAND AND CONTROL SYSTEM - MARITIME (GCCS-M),2696,P6046-102,GCCS-M Increment 2 Group Level Software Development,1,onTime,2011-02-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,17.58,17.58,17.58,0,0,2012-01-16T00:00:00Z,09:44:35,P6046-102
007-000006170,65,7,Department of Defense,Mission Planning Systems (Increment III),2697,P6170-101,Sustainment of Platform MPEs,4,onTime,2010-01-03T00:00:00Z,2014-01-03T00:00:00Z,,,0,0,3.6,2.8,2.8,0,0,2011-10-26T00:00:00Z,09:10:44,P6170-101
007-000006189,63,7,Department of Defense,JOINT PRECISION APPROACH AND LANDING SYSTEM,2698,P6189-101,Joint Precision Approach and Landing System (JPALS) Increment 1A,5,onTime,2008-09-15T00:00:00Z,2014-06-30T00:00:00Z,2014-06-30T00:00:00Z,2014-06-30T00:00:00Z,0,0,1274.29,1274.29,1274.29,0,0,2011-10-26T00:00:00Z,09:10:45,P6189-101
007-000006190,64,7,Department of Defense,JTRS - GROUND MOBILE RADIOS,2699,P6190-101,JTRS- Ground Mobile Radios,46,onTime,2002-01-30T00:00:00Z,2048-08-15T00:00:00Z,,,0,0,6872.256,1511.36,1511.36,0,0,2012-07-03T00:00:00Z,07:27:24,P6190-101
007-000006298,71,7,Department of Defense,LOGISTICS MODERNIZATION PROGRAM,2700,P6298-101,Logistics Modernization Program - Increment 2 (Expanded Industrial Base (EIB)),3,onTime,2012-01-15T00:00:00Z,2015-10-15T00:00:00Z,2012-12-31T00:00:00Z,2012-12-31T00:00:00Z,0,0,32.67,32.67,32.67,0,0,2012-07-26T00:00:00Z,11:53:33,P6298-101
007-000006312,69,7,Department of Defense,DEFENSE TRAVEL SYSTEM,2701,P6312-101,Operations and Sustainment,1,onTime,2010-05-09T00:00:00Z,2012-04-09T00:00:00Z,,,0,0,51.42,51.42,51.42,0,0,2012-02-29T00:00:00Z,11:38:47,P6312-101
007-000006312,69,7,Department of Defense,DEFENSE TRAVEL SYSTEM,2702,P6312-102,DTS Production Environment Development,1,onTime,2011-03-01T00:00:00Z,2012-04-09T00:00:00Z,,,0,0,8.869,8.869,8.869,0,0,2012-02-29T00:00:00Z,11:24:02,P6312-102
007-000006368,74,7,Department of Defense,NAVSTAR GLOBAL POSITIONING SYSTEM (GPS),2703,P6368-101,Sea Navigation Warfare (NAVWAR),1,onTime,2011-05-15T00:00:00Z,2012-11-15T00:00:00Z,2012-11-15T00:00:00Z,2012-11-15T00:00:00Z,0,0,180.1,180.1,180.1,0,0,2011-10-26T00:00:00Z,09:10:48,P6368-101
007-000006388,75,7,Department of Defense,Tactical Data Link System,2704,P6388-101,Common Link Integration Processing (CLIP),3,delay,2008-01-06T00:00:00Z,2012-01-04T00:00:00Z,,,-152,-41.53,200.241,8.55,8.55,0,0,2011-10-26T00:00:00Z,09:10:50,P6388-101
007-000006388,75,7,Department of Defense,Tactical Data Link System,2705,P6388-102,Situation Awareness DataLink (SADL),5,onTime,2007-03-01T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,41.615,4.5,4.5,0,0,2011-10-26T00:00:00Z,09:10:50,P6388-102
007-000006388,75,7,Department of Defense,Tactical Data Link System,2706,P6388-103,Pocket-J,3,onTime,2009-01-04T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,90.923,16.29,16.29,0,0,2011-10-26T00:00:00Z,09:10:50,P6388-103
007-000006388,75,7,Department of Defense,Tactical Data Link System,2707,P6388-104,Link 16 Alaska (LAK),2,delay,2010-01-09T00:00:00Z,2012-06-30T00:00:00Z,,,-62,-29.25,84.986,12.42,12.42,0,0,2011-10-26T00:00:00Z,09:10:50,P6388-104
007-000006430,1120,7,Department of Defense,KNOWLEDGE MANAGEMENT,2708,P6430-101,AKO Technology Replacement,1,onTime,2011-03-10T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,416.098,12.689,12.689,0,0,2011-10-26T00:00:00Z,09:10:51,P6430-101
007-000006491,73,7,Department of Defense,GLOBAL COMMAND AND CONTROL SYSTEM - ARMY,2709,P6491-101,Software Development,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,0.37,0.37,0.37,0,0,2012-01-16T00:00:00Z,10:44:32,P6491-101
007-000006491,73,7,Department of Defense,GLOBAL COMMAND AND CONTROL SYSTEM - ARMY,2710,P6491-102,Software Development,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,1.416,1.416,1.416,0,0,2012-01-16T00:00:00Z,10:44:32,P6491-102
007-000006491,73,7,Department of Defense,GLOBAL COMMAND AND CONTROL SYSTEM - ARMY,2711,P6491-103,Software Development,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,16.525,16.525,16.525,0,0,2012-01-16T00:00:00Z,10:44:32,P6491-103
007-000006491,73,7,Department of Defense,GLOBAL COMMAND AND CONTROL SYSTEM - ARMY,2712,P6491-104,Test and Evaluation,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,0.5,0.5,0.5,0,0,2012-01-16T00:00:00Z,10:44:32,P6491-104
007-000006491,73,7,Department of Defense,GLOBAL COMMAND AND CONTROL SYSTEM - ARMY,2713,P6491-105,PMO Support,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,1.101,1.101,1.101,0,0,2012-01-16T00:00:00Z,10:44:32,P6491-105
007-000006491,73,7,Department of Defense,GLOBAL COMMAND AND CONTROL SYSTEM - ARMY,2714,P6491-106,Hardware,0,onTime,2011-10-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,4.964,4.964,4.964,0,0,2012-01-16T00:00:00Z,10:44:32,P6491-106
007-000006491,73,7,Department of Defense,GLOBAL COMMAND AND CONTROL SYSTEM - ARMY,2715,P6491-107,Software Support,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,6.23,6.23,6.23,0,0,2012-01-16T00:00:00Z,10:44:32,P6491-107
007-000006491,73,7,Department of Defense,GLOBAL COMMAND AND CONTROL SYSTEM - ARMY,2716,P6491-108,Fielding Support,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,4.306,4.306,4.306,0,0,2012-01-16T00:00:00Z,10:44:32,P6491-108
007-000006491,73,7,Department of Defense,GLOBAL COMMAND AND CONTROL SYSTEM - ARMY,2717,P6491-109,Training Support,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,1.638,1.638,1.638,0,0,2012-01-16T00:00:00Z,10:44:32,P6491-109
007-000006491,73,7,Department of Defense,GLOBAL COMMAND AND CONTROL SYSTEM - ARMY,2718,P6491-110,PMO Support,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,1.682,1.682,1.682,0,0,2012-01-16T00:00:00Z,10:44:32,P6491-110
007-000006524,77,7,Department of Defense,Joint Tactical Radio System (JTRS) - Airborne and Maritime/Fixed Station (AMF),2719,P6524-102,System Development Demonstration (SDD),5,onTime,2008-03-28T00:00:00Z,2013-11-30T00:00:00Z,2013-11-30T00:00:00Z,2013-11-30T00:00:00Z,0,0,1595.233,682.685,453.17,229.515,33.62,2012-01-30T00:00:00Z,13:41:19,P6524-102
007-000006555,78,7,Department of Defense,DEPLOYABLE JOINT COMMAND AND CONTROL (DJC2),2720,P6555-101,Tech Insertion/Refresh Design,1,delay,2009-01-10T00:00:00Z,2010-10-31T00:00:00Z,2010-10-31T00:00:00Z,2010-10-31T00:00:00Z,-670,-169.62,5.254,5.254,4.566,0.688,13.09,2012-04-01T00:00:00Z,13:31:43,P6555-101
007-000006555,78,7,Department of Defense,DEPLOYABLE JOINT COMMAND AND CONTROL (DJC2),2721,P6555-102,Tech Insertion/Refresh Design,7,onTime,2010-01-10T00:00:00Z,2017-09-30T00:00:00Z,2012-12-30T00:00:00Z,2012-12-30T00:00:00Z,0,0,25.371,7.977,8.051,-0.074,-0.93,2012-07-20T00:00:00Z,06:21:31,P6555-102
007-000006555,78,7,Department of Defense,DEPLOYABLE JOINT COMMAND AND CONTROL (DJC2),2722,P6555-103,Tech Insertion/Refresh Production,7,onTime,2010-01-10T00:00:00Z,2017-09-30T00:00:00Z,2013-03-30T00:00:00Z,2013-03-30T00:00:00Z,0,0,54.591,17.536,18,-0.464,-2.65,2012-07-20T00:00:00Z,06:21:31,P6555-103
007-000006555,78,7,Department of Defense,DEPLOYABLE JOINT COMMAND AND CONTROL (DJC2),2723,P6555-104,Operations and Maintenance,7,onTime,2010-01-10T00:00:00Z,2017-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,107.09,32.739,29.176,3.563,10.88,2012-07-20T00:00:00Z,06:21:31,P6555-104
007-000006587,82,7,Department of Defense,Joint Tactical Radio System (JTRS) - NETWORK ENTERPRISE DOMAIN (NED),2724,P6587-102,Network Enterprise Domain (NED) Engineering and Manufacturing Development,13,onTime,2001-01-10T00:00:00Z,2015-01-01T00:00:00Z,2015-01-01T00:00:00Z,2015-01-01T00:00:00Z,0,0,1873.244,563.12,563.12,0,0,2012-05-04T00:00:00Z,12:09:10,P6587-102
007-000006587,82,7,Department of Defense,Joint Tactical Radio System (JTRS) - NETWORK ENTERPRISE DOMAIN (NED),2725,P6587-103,Network Enterprise Domain (NED) Post Deployment Software Support / Post Production Software Support,25,onTime,2008-01-10T00:00:00Z,2033-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,1193.941,81.949,80.77,1.179,1.44,2012-08-05T00:00:00Z,12:15:24,P6587-103
007-000006946,83,7,Department of Defense,COMMON AVIATION COMMAND AND CONTROL SYSTEM,2726,P6946-101,Common Aviation Command and Control System,35,onTime,2002-10-25T00:00:00Z,2038-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,2472.5,42.2,42.5,-0.3,-0.71,2012-03-15T00:00:00Z,12:32:01,P6946-101
007-000006965,80,7,Department of Defense,NET CENTRIC ENTERPRISE SERVICES,2727,P6965-101,Net Centric Enterprise Services pre-planned product improvements,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,155.198,1.2,1.2,0,0,2011-10-26T00:00:00Z,09:10:57,P6965-101
007-000001191,1126,7,Department of Defense,MEPCOM Integrated Resource System,2728,P1191-106,Technology refresh for FY12,1,delay,2011-01-11T00:00:00Z,2012-12-31T00:00:00Z,,,-60,-14.08,22.5,22.204,18.742,3.462,15.59,2012-02-29T00:00:00Z,09:10:31,P1191-106
007-000001191,1126,7,Department of Defense,MEPCOM Integrated Resource System,2729,P1191-107,Technology refresh for FY13,0,onTime,2012-09-30T00:00:00Z,2013-07-31T00:00:00Z,,,0,0,1.5,0.35,0.35,0,0,2012-02-29T00:00:00Z,09:10:31,P1191-107
429-000002080,128,429,Nuclear Regulatory Commission,Enterprise Project Management (EPM),2730,,CIPIMS 2.0 (FY11),0,delay,2011-01-03T00:00:00Z,2011-08-30T00:00:00Z,2011-08-30T00:00:00Z,2011-09-30T00:00:00Z,-31,-17.03,0.422,0.422,0.422,0,0,2012-04-24T00:00:00Z,10:23:06,16
429-000002080,128,429,Nuclear Regulatory Commission,Enterprise Project Management (EPM),2732,,VOICES (FY11),0,onTime,2011-01-07T00:00:00Z,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,0,0,0.5,0.5,0.5,0,0,2012-04-24T00:00:00Z,10:23:06,18
015-000000036,509,15,Department of the Treasury,Deposit and Data Management (DDM),2733,50,TRS Trading Partners Integration (Phase III),2,onTime,2009-01-10T00:00:00Z,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,0,0,3.06,3.06,5.986,-2.926,-95.62,2012-01-17T00:00:00Z,09:59:14,2
019-000000153,562,19,Department of Energy,EE State Grant Administration,2738,,PAGE Maintenance (FY 2012),1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,0.36098,0.360978,0.360978,0,0,2012-07-30T00:00:00Z,10:01:29,100
015-000003502,1059,15,Department of the Treasury,BPD Mainframe and Servers Support and Services,2742,77,Maintenance Projects,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,5.102,5.102,4.98369,0.11831,2.32,2012-06-29T00:00:00Z,06:31:40,MFSVS05
015-000000051,506,15,Department of the Treasury,Customer Account Data Engine 2 (CADE 2).,2743,3,PMO/E&A,1,onTime,2011-01-10T00:00:00Z,2012-12-31T00:00:00Z,2012-12-31T00:00:00Z,2012-12-31T00:00:00Z,0,0,19.66,19.66,19.66,0,0,2012-03-29T00:00:00Z,14:35:26,2
015-000000051,506,15,Department of the Treasury,Customer Account Data Engine 2 (CADE 2).,2744,11,Transition State 2,5,onTime,2010-01-10T00:00:00Z,2015-03-31T00:00:00Z,,,0,0,220.814,78.42,78.42,0,0,2011-10-28T00:00:00Z,14:32:52,3
015-000000050,508,15,Department of the Treasury,Debit Gateway,2745,117,NACHA Rule Changes ,0,onTime,2012-09-07T00:00:00Z,2013-09-03T00:00:00Z,,,0,0,2.443,2.443,2.443,0,0,2012-07-31T00:00:00Z,20:11:03,B
015-000000010,636,15,Department of the Treasury,Electronic Fraud Detection System (EFDS),2746,28,EFDS Filing Season (FS) 2012 - Phase 2,0,delay,2011-02-16T00:00:00Z,2011-10-13T00:00:00Z,2011-10-13T00:00:00Z,2011-02-12T00:00:00Z,-50,-30.86,2.861306,2.861306,3.060521,-0.199215,-6.96,2012-02-29T00:00:00Z,12:06:31,Phase 2
015-000000010,636,15,Department of the Treasury,Electronic Fraud Detection System (EFDS),2747,147,EFDS Filing Season (FS) 2013 - Phase 4,1,advance,2012-01-18T00:00:00Z,2013-02-17T00:00:00Z,,,27,6.82,16.86,16.86,17.058389,-0.198389,-1.18,2012-08-31T00:00:00Z,13:32:48,Phase 4
015-000000012,512,15,Department of the Treasury,e-Services (e-SVS),2748,155,Re-engineering MS/5 exit,0,delay,2011-10-17T00:00:00Z,2011-12-30T00:00:00Z,2011-12-30T00:00:00Z,2012-01-02T00:00:00Z,-33,-44.59,0.2,0.2,0.388,-0.188,-94,2012-02-29T00:00:00Z,12:06:31,12 2
015-000000026,514,15,Department of the Treasury,FedDebt,2749,162,2012 Process and Technology Improvements,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,5.178,5.177,5.235866,-0.058866,-1.14,2012-06-29T00:00:00Z,06:32:18,2
015-000000026,514,15,Department of the Treasury,FedDebt,2750,163,2012 Project Management,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,1.661,1.653,1.659703,-0.006703,-0.41,2012-05-31T00:00:00Z,06:33:22,3
015-999990063,831,15,Department of the Treasury,Franchise Financial & Administrative Services (FFAS),2751,43,ETS2,1,delay,2011-01-10T00:00:00Z,2012-03-31T00:00:00Z,,,-365,-200.55,0.79,0.79,0.79,0,0,2011-12-29T00:00:00Z,15:55:40,FFASETS2
015-999990063,831,15,Department of the Treasury,Franchise Financial & Administrative Services (FFAS),2752,44,Oracle Projects Module,1,delay,2011-01-10T00:00:00Z,2012-03-31T00:00:00Z,,,-153,-84.07,0.958,0.958,0.958,0,0,2011-10-28T00:00:00Z,14:07:59,FFASOPM
015-999990063,831,15,Department of the Treasury,Franchise Financial & Administrative Services (FFAS),2753,45,Contract Writing System,1,delay,2011-01-10T00:00:00Z,2012-03-31T00:00:00Z,,,-153,-84.07,0.575,0.575,0,0.575,100,2011-12-29T00:00:00Z,15:55:40,FFASCWS
015-000000017,526,15,Department of the Treasury,Integrated Customer Communication Environment (ICCE),2759,127,eTranscript/Send My Transcript (SMTRA),1,onTime,2011-01-10T00:00:00Z,2012-09-17T00:00:00Z,2012-09-17T00:00:00Z,2012-09-17T00:00:00Z,0,0,1.15,1.15,1.384,-0.234,-20.35,2012-08-28T00:00:00Z,06:45:28,112
015-000000018,639,15,Department of the Treasury,Integrated Data Retrieval System (IDRS),2760,157,Integrated Data Retrieval System (IDRS) -Mid-Year 2012,0,onTime,2012-01-04T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,1.927104,1.927104,1.894637,0.032467,1.68,2012-08-31T00:00:00Z,13:32:37,IDRS-MY12
015-000000027,527,15,Department of the Treasury,Integrated Financial System (IFS),2761,159,SAP Secure Network Communications (SNC),1,delay,2011-01-09T00:00:00Z,2012-03-31T00:00:00Z,2012-03-31T00:00:00Z,2012-06-06T00:00:00Z,-67,-31.6,0.95,0.949196,0.880864,0.068332,7.2,2012-07-30T00:00:00Z,10:14:53,1556311
